"","start","stop","home_goal","away_goal","Adrián","Winston Reid","James Collins","Arthur Masuaku","Sam Byram","Mark Noble","Håvard Nordtveit","Cheikhou Kouyaté","Enner Valencia","Michail Antonio","Gökhan Töre","Ashley Fletcher","Jonathan Calleri","Pedro Obiang","Artur Boruc","Steve Cook","Simon Francis","Charlie Daniels","Adam Smith","Andrew Surman","Harry Arter","Ryan Fraser","Jordon Ibe","Callum Wilson","Joshua King","Dan Gosling","Nathan Aké","Lewis Grabban","Wilfredo Caballero","Aleksandar Kolarov","John Stones","Gaël Clichy","Bacary Sagna","Kevin De Bruyne","David Silva","Fernandinho","Sergio Agüero","Nolito","Raheem Sterling","Kelechi Iheanacho","Fabian Delph","Jesús Navas","Vito Mannone","Younes Kaboul","Lamine Koné","Patrick van Aanholt","Donald Love","Fabio Borini","John O'Shea","Jack Rodwell","Jermain Defoe","Lynden Gooch","Duncan Watmore","Paddy McNair","Wahbi Khazri","Adnan Januzaj","Petr Cech","Calum Chambers","Rob Holding","Nacho Monreal","Héctor Bellerín","Aaron Ramsey","Mohamed Elneny","Francis Coquelin","Alexis Sánchez","Alex Iwobi","Theo Walcott","Santi Cazorla","Granit Xhaka","Alex Oxlade","Simon Mignolet","Ragnar Klavan","Dejan Lovren","Alberto Moreno","Nathaniel Clyne","Jordan Henderson","Georginio Wijnaldum","Adam Lallana","Roberto Firmino","Philippe Coutinho","Sadio Mané","Kevin Stewart","Divock Origi","Emre Can","Thibaut Courtois","John Terry","Gary Cahill","N'Golo Kanté","César Azpilicueta","Branislav Ivanovic","Nemanja Matic","Oscar","Eden Hazard","Willian","Diego Costa","Michy Batshuayi","Victor Moses","Pedro","Andy Carroll","André Ayew","Dimitri Payet","David de Gea","Daley Blind","Eric Bailly","Luke Shaw","Antonio Valencia","Wayne Rooney","Paul Pogba","Marouane Fellaini","Zlatan Ibrahimovic","Anthony Martial","Juan Mata","Chris Smalling","Ander Herrera","Henrikh Mkhitaryan","Fraser Forster","José Fonte","Virgil van Dijk","Oriol Romeu","Matt Targett","Cédric Soares","Dusan Tadic","Steven Davis","Pierre","Nathan mond","Shane Long","Jordy Clasie","Charlie Austin","Jay Rodriguez","Kasper Schmeichel","Robert Huth","Wes Morgan","Christian Fuchs","Danny Simpson","Nampalys Mendy","Danny Drinkwater","Marc Albrighton","Riyad Mahrez","Jamie Vardy","Shinji Okazaki","Andy King","Ahmed Musa","Leonardo Ulloa","Laurent Koscielny","Mesut Özil","Jack Wilshere","Olivier Giroud","Eldin Jakupovic","Curtis Davies","Jake Livermore","Andy Robertson","Ahmed Elmohamady","Samuel Clucas","David Meyler","Tom Huddlestone","Abel Hernández","Adama Diomande","Robert Snodgrass","Harry Maguire","Shaun Maloney","Marcus Rashford","Nicolás Otamendi","Pablo Zabaleta","Fernando","Samir Nasri","Angelo Ogbonna","Manuel Lanzini","Lucas","Joël Matip","James Milner","Daniel Sturridge","Daniel Amartey","Luis Hernández","Lukasz Fabianski","Jordi Amat","Stephen Kingsley","Federico Fernández","Ki Sung","Leroy Fer","Jack Cork","Neil Taylor","Kyle Naughton","Fernando Llorente","Gylfi Sigurdsson","Modou Barrow","Angel Rangel","Cesc Fàbregas","David Luiz","Maarten Stekelenburg","Ashley Williams","Phil Jagielka","Leighton Baines","Seamus Coleman","Ross Barkley","Gareth Barry","Idrissa Gueye","Romelu Lukaku","Yannick Bolasie","Kevin Mirallas","Tom Cleverley","Gerard Deulofeu","Víctor Valdés","Ben Gibson","Daniel Ayala","George Friend","Antonio Barragán","Gastón Ramírez","Adam Forshaw","Marten de Roon","Negredo","Stewart Downing","Emilio Nsue","Viktor Fischer","Adam Clayton","David Nugent","Hugo Lloris","Toby Alderweireld","Eric Dier","Jan Vertonghen","Kyle Walker","Dele Alli","Mousa Dembélé","Victor Wanyama","Harry Kane","Son Heung","Moussa Sissoko","Ben Davies","Erik Lamela","Vincent Janssen","Jordan Pickford","Papy Djilobodji","Javier Manquillo","Jason Denayer","Jan Kirchhoff","Lee Cattermole","Didier N'Dong","Steven Pienaar","Shkodran Mustafi","Kieran Gibbs","Marcos Alonso","Arbeloa","Simone Zaza","Sofiane Feghouli","Edimilson Fernandes","Ryan Bertrand","Cuco Martina","James Ward","Tom Heaton","Ben Mee","Michael Keane","Stephen Ward","Matthew Lowton","Steven Defour","Jeff Hendrick","Dean Marney","George Boyd","Johann Gudmundsson","Sam Vokes","Scott Arfield","Michael Kightly","Heurelho Gomes","Sebastian Prödl","Miguel Britos","Craig Cathcart","José Holebas","Nordin Amrabat","Valon Behrami","Capoue","Roberto Pereyra","Troy Deeney","Odion Ighalo","Juan Zúñiga","Issac Success","Kenedy","Bryan Oviedo","Ramiro Funes Mori","Steve Mandanda","Damien Delaney","James Tomkins","Martin Kelly","Joel Ward","Jason Puncheon","Joe Ledley","James McArthur","Christian Benteke","Wilfried Zaha","Andros Townsend","Yohan Cabaye","Lee Chung","Ezekiel Fryers","Connor Wickham","Aaron Cresswell","Sam McQueen","Aiden O'Neill","Patrick Bamford","Loris Karius","Ashley Young","Sofiane Boufal","Lee Grant","Bruno Martins Indi","Ryan Shawcross","Erik Pieters","Phillip Bardsley","Joe Allen","Charlie Adam","Glenn Whelan","Wilfried Bony","Marko Arnautovic","Xherdan Shaqiri","Jonathan Walters","Peter Crouch","Ramadan Sobhi","Alfie Mawson","Mike van der Hoorn","Wayne Routledge","Borja Bastón","Tom Davies","Aaron Lennon","Fabio","Adama Traoré","Grant Leadbitter","Nathaniel Chalobah","Ben Foster","Jonny Evans","Gareth McAuley","Allan Nyom","Craig Dawson","James Morrison","Claudio Yacob","Darren Fletcher","Salomón Rondón","Matthew Phillips","Chris Brunt","Craig Gardner","Hal Robson","James McClean","Ashley Barnes","Andre Gray","Darren Randolph","Gabriel","Mason Holgate","Marcos Rojo","Phil Jones","Matteo Darmian","Michael Carrick","Cristhian Stuani","David Marshall","Michael Dawson","Ryan Mason","Markus Henriksen","Jarrod Bowen","Ron","Islam Slimani","Matty James","Demarai Gray","Claudio Bravo","Ilkay Gündogan","Yaya Touré","James McCarthy","Dominic Calvert","Lucas Pérez","Joel Robles","Glen Johnson","Giannelli Imbula","Mame Biram Diouf","Ibrahim Afellay","Danny Rose","Christian Eriksen","Harry Winks","Dieumerci Mbokani","Jesse Lingard","Adlène Guédioura","Christian Kabasele","Abdoulaye Doucouré","Michael Folivi","Jerome Sinclair","Trent Alexander","Omar Elabdellaoui","Evandro Goebel","Oumar Niasse","Martin Olsson","Tom Carroll","Nathan Dyer","Jordan Ayew","Luciano Narsingh","Wilfred Ndidi","Ben Chilwell","Tyrone Mings","Benik Afobe","Marc Pugh","Gabriel Jesus","Leroy Sané","Daryl Janmaat","Mauro Zárate","M'Baye Niang","Ben Woodburn","Danny Welbeck","Billy Jones","Sebastian Larsson","Darron Gibson","Kurt Zouma","Geoff Cameron","Saido Berahino","Max Gradel","Maya Yoshida","Jack Stephens","Lys Mousset","Wayne Hennessey","Mamadou Sakho","Jeff Schlupp","Luka Milivojevic","Mathieu Flamini","Emiliano Martinez","Timothy Fosu","Asmir Begovic","Ruben Loftus","Brad Guzan","Rudy Gestede","Diafra Sakho","Morgan Schneiderlin","Ademola Lookman","Marko Grujic","Fraizer Campbell","Manolo Gabbiadini","Kieran Trippier","Vincent Kompany","Loïc Rémy","James Tarkowski","Ashley Westwood","Jon Flanagan","Axel Tuanzebe","Scott McTominay","Sam Field","Marc Wilson","Nacer Chadli","Jérémy Pied","Sergio Romero"
"1",0,63,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",63,75,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",75,79,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",79,80,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",80,86,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",86,89,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",89,95,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
