"","start","stop","home_goal","away_goal","David de Gea","Victor Lindelöf","Eric Bailly","Luke Shaw","Matteo Darmian","Andreas Pereira","Paul Pogba","Fred","Marcus Rashford","Alexis Sánchez","Juan Mata","Marouane Fellaini","Scott McTominay","Romelu Lukaku","Kasper Schmeichel","Harry Maguire","Wes Morgan","Ben Chilwell","Daniel Amartey","James Maddison","Wilfred Ndidi","Adrien Silva","Kelechi Iheanacho","Demarai Gray","Ricardo Pereira","Rachid Ghezzal","Jamie Vardy","Vicente Iborra","Rui Patrício","Conor Coady","Willy Boly","Ryan Bennett","Rúben Neves","João Moutinho","Jonny","Matthew Doherty","Raúl Jiménez","Diogo Jota","Hélder Costa","Morgan Gibbs","Ruben Vinagre","Léo Bonatini","Jordan Pickford","Michael Keane","Phil Jagielka","Leighton Baines","Seamus Coleman","Gylfi Sigurdsson","Idrissa Gueye","Morgan Schneiderlin","Cenk Tosun","Richarlison","Theo Walcott","Mason Holgate","Oumar Niasse","Lucas Digne","Petr Cech","Sokratis Papastathopoulos","Shkodran Mustafi","Ainsley Maitland","Héctor Bellerín","Aaron Ramsey","Granit Xhaka","Matteo Guendouzi","Pierre","Henrikh Mkhitaryan","Mesut Özil","Stephan Lichtsteiner","Alexandre Lacazette","Lucas Torreira","Ederson","Aymeric Laporte","John Stones","Benjamin Mendy","Kyle Walker","Bernardo Silva","Fernandinho","Ilkay Gündogan","Sergio Agüero","Raheem Sterling","Riyad Mahrez","Gabriel Jesus","Leroy Sané","Kevin De Bruyne","Kepa Arrizabalaga","David Luiz","Antonio Rüdiger","Marcos Alonso","César Azpilicueta","Jorginho","Ross Barkley","N'Golo Kanté","Morata","Willian","Pedro","Mateo Kovacic","Olivier Giroud","Eden Hazard","Nacho Monreal","Alex Iwobi","Wayne Hennessey","Mamadou Sakho","James Tomkins","Patrick van Aanholt","Aaron Wan","James McArthur","Luka Milivojevic","Jeff Schlupp","Andros Townsend","Wilfried Zaha","Christian Benteke","Max Meyer","Joel Ward","Alexander Sorloth","Alisson","Virgil van Dijk","Joe Gomez","Andy Robertson","Trent Alexander","Georginio Wijnaldum","Naby Keita","James Milner","Roberto Firmino","Sadio Mané","Mohamed Salah","Adam Lallana","Jordan Henderson","Daniel Sturridge","Martin Dubravka","Federico Fernández","Ciaran Clark","Fabian Schär","Paul Dummett","DeAndre Yedlin","Ki Sung","Mohamed Diamé","Jacob Murphy","Matt Ritchie","Salomón Rondón","Yoshinori Muto","Ayoze Pérez","Joselu","Chris Smalling","Phil Jones","Ander Herrera","Nemanja Matic","Antonio Valencia","Jesse Lingard","Hugo Lloris","Jan Vertonghen","Toby Alderweireld","Mousa Dembélé","Danny Rose","Kieran Trippier","Christian Eriksen","Dele Alli","Eric Dier","Harry Kane","Lucas Moura","Ben Davies","Serge Aurier","Harry Winks","David Silva","Vincent Kompany","Jamaal Lascelles","Kenedy","Christian Atsu","Ben Foster","Christian Kabasele","Craig Cathcart","José Holebas","Daryl Janmaat","Capoue","Abdoulaye Doucouré","Troy Deeney","Andre Gray","Roberto Pereyra","Will Hughes","Issac Success","Adrian Mariappa","Nathaniel Chalobah","Michel Vorm","Davinson Sánchez","Fernando Llorente","Adam Masina","Kiko","Ashley Young","Anthony Martial","Kurt Zouma","Jonjoe Kenny","Dominic Calvert","Bernard","Ademola Lookman","Lukasz Fabianski","Issa Diop","Fabián Balbuena","Declan Rice","Arthur Masuaku","Pablo Zabaleta","Pedro Obiang","Mark Noble","Felipe Anderson","Andriy Yarmolenko","Marko Arnautovic","Carlos Sánchez","Robert Snodgrass","Michail Antonio","Alex McCarthy","Wesley Hoedt","Jannik Vestergaard","Ryan Bertrand","Cédric Soares","Mario Lemina","Nathan mond","Mohammed Elyounoussi","Danny Ings","Shane Long","James Ward","Steven Davis","Manolo Gabbiadini","Mathew Ryan","Lewis Dunk","Shane Duffy","Dale Stephens","Gaëtan Bong","Martín Montoya","Yves Bissouma","Davy Pröpper","Solly March","Anthony Knockaert","Glenn Murray","Jürgen Locadia","Alireza Jahanbakhsh","Beram Kayal","Paulo Gazzaniga","Son Heung","Erik Lamela","Rob Holding","Danny Welbeck","Tom Davies","Neil Etheridge","Sol Bamba","Sean Morrison","Gregory Cunningham","Bruno Ecuélé Manga","Joe Ralls","Harry Arter","Josh Murphy","Víctor Camarasa","Kenneth Zohore","Callum Paterson","Gary Madine","Daniel Ward","Joe Hart","Ben Mee","James Tarkowski","Charlie Taylor","Matthew Lowton","Ashley Westwood","Jack Cork","Aaron Lennon","Johann Gudmundsson","Sam Vokes","Matej Vydra","Kevin Long","Chris Wood","Asmir Begovic","Nathan Aké","Steve Cook","Adam Smith","Simon Francis","Lewis Cook","Jefferson Lerma","Ryan Fraser","David Brooks","Callum Wilson","Joshua King","Dan Gosling","Junior Stanislas","Jordan Ayew","Cheikhou Kouyaté","Bruno","José Izquierdo","Lucas Pérez","Javier Manquillo","Jonjo Shelvey","Dejan Lovren","Jonas Lössl","Christopher Schindler","Chris Löwe","Mathias Jørgensen","Philip Billing","Aaron Mooy","Jonathan Hogg","Erik Durm","Florent Hadergjonaj","Laurent Depoitre","Alex Pritchard","Steve Mounie","Adama Diakhaby","Isaac Mbenza","Xherdan Shaqiri","Fabinho","André Gomes","Connor Wickham","Bernd Leno","Jonny Evans","Nampalys Mendy","Shinji Okazaki","Marc Albrighton","Söyüncü","Grady Diangana","Javier Hernández","Angelo Ogbonna","Aaron Cresswell","Ivan Cavaleiro","Adama Traoré","Juan Foyth","Moussa Sissoko","Cesc Fàbregas","Terence Kongolo","Juninho Bacuna","Sergio Rico","Maxime Le Marchand","Denis Odoi","Ryan Sessegnon","Timothy Fosu","André","Jean Michaël Seri","Tom Cairney","Aleksandar Mitrovic","André Schürrle","Luciano Vietto","Cyrus Christie","Kevin McDonald","Stefan Johansen","Hugo Lloris.1","Kepa Arrizabalaga.1","Rui Patrício.1","Jonas Lössl.1","Tommy Smith","Daniel Williams","Jon Gorenc Stankovic","Joe Hart.1","Steven Defour","Robbie Brady","Jeff Hendrick","Ashley Barnes","Martin Dubravka.1","Isaac Hayden","Aron Gunnarsson","Junior Hoilett","Kadeem Harris","Bobby Reid","Romain Saïss","Alex McCarthy.1","Maya Yoshida","Jack Stephens","Stuart Armstrong","Yan Valery","Michael Obafemi","David de Gea.1","Diogo Dalot","Divock Origi","Yerry Mina","Oliver Skipp","Matt Targett","Oriol Romeu","Charlie Austin","Domingos Quina","Ken Sema","Gerard Deulofeu","Nathaniel Clyne","Callum Hudson","Emerson Palmieri","Jan Bednarek","Andy Carroll","Sead Kolasinac","Laurent Koscielny","Charlie Daniels","Andrew Surman","Diego Rico","Jordon Ibe","Tyrone Mings","Lys Mousset","Nathaniel Mendez","Danilo","Nicolás Otamendi","Leander Dendoncker","Tim Ream","Calum Chambers","Joe Bryan","Ryan Babel","Ibrahima Cissé","Neeskens Kebano","Georges","Florian Lejeune","Sean Longstaff","Tom Cleverley","Ben Wilmot","Konstantinos Mavropanos","Denis Suárez","Ryan Fredericks","Joël Matip","Pascal Gross","Tom Heaton","Phillip Bardsley","Dwight McNeil","Oleksandr Zinchenko","Gonzalo Higuaín","Ruben Loftus","Miguel Almirón","Manuel Lanzini","Håvard Nordtveit","Lazar Markovic","Christian Fuchs","Youri Tielemans","Harvey Barnes","Vicente Guaita","Michy Batshuayi","Scott Dann","Peter Crouch","Phil Foden","Ben Johnson","Samir Nasri","Miguel Britos","Edward Nketiah","Mason Greenwood","Karlan Ahearne","Aaron Rowe","Jason Puncheon","Mohamed Elneny","Victor Wanyama","Martin Kelly","Angus Gunn","Josh Sims","Marcos Rojo","Andreas Christensen","Bernardo","Florin Andone","Joe Bennett","Lee Peltier","Leandro Bacuna","Alex Oxlade","Elias Kachunga","Hamza Choudhury"
"1",0,63,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",63,67,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",67,76,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",76,80,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",80,84,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",84,95,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",0,40,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
